[2026-05-16 03:13:29 KST] waiting for active DeepSeek-V4-Flash run to finish
[2026-05-16 09:18:35 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 09:37 KST
[2026-05-16 09:18:35 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 09:34 KST
[2026-05-16 09:18:35 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 09:37 KST
[2026-05-16 09:23:35 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 09:42 KST
[2026-05-16 09:23:35 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 09:39 KST
[2026-05-16 09:23:35 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 09:42 KST
[2026-05-16 09:28:35 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 09:43 KST
[2026-05-16 09:28:35 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 09:46 KST
[2026-05-16 09:28:35 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 09:46 KST
[2026-05-16 09:33:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 09:48 KST
[2026-05-16 09:33:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 09:50 KST
[2026-05-16 09:33:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 09:50 KST
[2026-05-16 09:38:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 09:52 KST
[2026-05-16 09:38:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 09:55 KST
[2026-05-16 09:38:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 09:55 KST
[2026-05-16 09:43:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 09:59 KST
[2026-05-16 09:43:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 09:57 KST
[2026-05-16 09:43:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 09:59 KST
[2026-05-16 09:48:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:04 KST
[2026-05-16 09:48:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:01 KST
[2026-05-16 09:48:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:04 KST
[2026-05-16 09:53:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:08 KST
[2026-05-16 09:53:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:06 KST
[2026-05-16 09:53:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:08 KST
[2026-05-16 09:58:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:13 KST
[2026-05-16 09:58:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:10 KST
[2026-05-16 09:58:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:13 KST
[2026-05-16 10:03:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:17 KST
[2026-05-16 10:03:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:15 KST
[2026-05-16 10:03:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:17 KST
[2026-05-16 10:08:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:21 KST
[2026-05-16 10:08:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:19 KST
[2026-05-16 10:08:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:21 KST
[2026-05-16 10:13:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:26 KST
[2026-05-16 10:13:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:24 KST
[2026-05-16 10:13:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:26 KST
[2026-05-16 10:18:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:28 KST
[2026-05-16 10:18:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:30 KST
[2026-05-16 10:18:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:30 KST
[2026-05-16 10:23:36 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:34 KST
[2026-05-16 10:23:36 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:33 KST
[2026-05-16 10:23:36 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:34 KST
[2026-05-16 10:28:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:39 KST
[2026-05-16 10:28:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:37 KST
[2026-05-16 10:28:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:39 KST
[2026-05-16 10:33:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:43 KST
[2026-05-16 10:33:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:41 KST
[2026-05-16 10:33:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:43 KST
[2026-05-16 10:38:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:46 KST
[2026-05-16 10:38:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:47 KST
[2026-05-16 10:38:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:47 KST
[2026-05-16 10:43:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:50 KST
[2026-05-16 10:43:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:52 KST
[2026-05-16 10:43:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:52 KST
[2026-05-16 10:48:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 10:56 KST
[2026-05-16 10:48:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:55 KST
[2026-05-16 10:48:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 10:56 KST
[2026-05-16 10:53:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:00 KST
[2026-05-16 10:53:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 10:59 KST
[2026-05-16 10:53:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:00 KST
[2026-05-16 10:58:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:05 KST
[2026-05-16 10:58:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:03 KST
[2026-05-16 10:58:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:05 KST
[2026-05-16 11:03:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:09 KST
[2026-05-16 11:03:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:08 KST
[2026-05-16 11:03:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:09 KST
[2026-05-16 11:08:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:12 KST
[2026-05-16 11:08:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:13 KST
[2026-05-16 11:08:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:13 KST
[2026-05-16 11:13:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:17 KST
[2026-05-16 11:13:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:18 KST
[2026-05-16 11:13:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:18 KST
[2026-05-16 11:18:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:22 KST
[2026-05-16 11:18:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:21 KST
[2026-05-16 11:18:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:22 KST
[2026-05-16 11:23:37 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:26 KST
[2026-05-16 11:23:37 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:25 KST
[2026-05-16 11:23:37 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:26 KST
[2026-05-16 11:28:38 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:30 KST
[2026-05-16 11:28:38 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:30 KST
[2026-05-16 11:28:38 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:30 KST
[2026-05-16 11:33:38 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:34 KST
[2026-05-16 11:33:38 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:35 KST
[2026-05-16 11:33:38 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:35 KST
[2026-05-16 11:38:38 KST] deepseek DeepSeek-V4-Flash.status.shard01.json 144/151 remaining=7 finish=2026-05-16 11:38 KST
[2026-05-16 11:38:38 KST] deepseek DeepSeek-V4-Flash.status.shard00.json 144/152 remaining=8 finish=2026-05-16 11:39 KST
[2026-05-16 11:38:38 KST] deepseek total 288/303 remaining=15 finish=2026-05-16 11:39 KST
[2026-05-16 11:43:38 KST] DeepSeek process finished; continuing queue
[2026-05-16 11:43:38 KST] download ready repo=stepfun-ai/Step-3.5-Flash-FP8
[2026-05-16 11:43:38 KST] starting Step-3.5-Flash-FP8 SGLang server tp=8 ep=8 fp8
[2026-05-16 12:03:43 KST] Step-3.5-Flash-FP8 server did not become ready in time
